"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로 61,서울특별시 양천구 목동 723-11,생활방범,3,200,360도 전방,30,2009-12,02-2620-4793,37.5391499,126.8658664,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 오목로 276-6,서울특별시 양천구 목1동 408-53,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5249481,126.8678678,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동동로 240,서울특별시 양천구 목1동 932-4,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5258629,126.8728872,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로32길 42,서울특별시 양천구 목2동 535-1,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5451984,126.873413,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로16길 56,서울특별시 양천구 목2동 543-15,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5437047,126.8737786,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로20길 19,서울특별시 양천구 목2동 231-25,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5418888,126.8703512,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로16길 117,서울특별시 양천구 목2동 556-1,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.542876,126.8717058,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 공항대로 572,서울특별시 양천구 목동 600-1,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5485005,126.8686501,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로14길 11,서울특별시 양천구 목3동 716-14,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5406142,126.8660660,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 29,서울특별시 양천구 목3동 610-19,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5482306,126.866817,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 67-12,서울특별시 양천구 목3동 318-103,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5422690,126.8660240,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로7가길 30,서울특별시 양천구 목3동 608-8,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.549211,126.8659292,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7길 7,서울특별시 양천구 목동 790-17,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5330568,126.8659293,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로11길 48,서울특별시 양천구 목4동 771-5,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5347303,126.8674586,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로8길 30-5,서울특별시 양천구 목4동 804-13,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.531287,126.865679,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로11길 11,서울특별시 양천구 목동 774-12,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5334608,126.8687766,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로5가길 8,서울특별시 양천구 목4동 753-11,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.537498,126.8717629,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로3길 60,서울특별시 양천구 목4동 734-23,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5357017,126.8642803,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로3길 94,서울특별시 양천구 목4동 741-6,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.5390158,126.8673869,2019-02-19
"서울특별시 양천구청",,서울특별시 양천구 목동 911-5 양정고등학교,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.534656,126.886469,2019-02-19
"서울특별시 양천구청",,서울특별시 양천구 목동 912-3 6단지 관리동 및 상가 건물 앞 도로,생활방범,3,200,360도 전방,30,2010-12,02-2620-4793,37.533294,126.884017,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 신목로 100-8,서울특별시 양천구 목1동 404-78,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.523255,126.8760436,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 오목로300,서울특별시 양천구 목1동 하이페리온2 203동-204동 사이,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.524160,126.870330,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로13다길 4,서울특별시 양천구 목2동 131-40,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5446894,126.8809744,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로18길 82,서울특별시 양천구 목2동 231-187,생활방범,3,130,360도 전방,30,2010-12,02-2620-4793,37.5399925,126.8731261,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 121,서울특별시 양천구 목2동 516-12,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5464045,126.876770,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로20길 27,서울특별시 양천구 목2동 523-54,생활방범,3,130,360도 전방,30,2010-12,02-2620-4793,37.545011,126.8758874,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 28,서울특별시 양천구 목3동 318-222,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5408460,126.8672178,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 8,서울특별시 양천구 목3동 615-1,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5482940,126.8644140,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 51,서울특별시 양천구 목3동 318-169,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5418084,126.8666658,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로5길 29,서울특별시 양천구 목4동 745-9,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.538482,126.868164,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로11길 68,서울특별시 양천구 목4동 780-18,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.534939,126.866459,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7가길 32,서울특별시 양천구 목4동 788-11,생활방범,3,130,360도 전방,30,2010-12,02-2620-4793,37.5335685,126.8643217,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로6길 38,서울특별시 양천구 목4동 806-5,생활방범,4,130,360도 전방,30,2010-12,02-2620-4793,37.5309701,126.8650897,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 오목로54길 8-7,서울특별시 양천구 목1동 405-72,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.523845,126.8726997,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로9길 21,서울특별시 양천구 목2동 222-70,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.539169,126.8727730,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로24길 77,서울특별시 양천구 목2동 539-9,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.5437716,126.875709,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로28길 37-11,서울특별시 양천구 목2동 545-13,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.543647,126.8725908,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로13다길 34,서울특별시 양천구 목2동 131-46,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.543712,126.8812628,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로7길 8,서울특별시 양천구 목2동 222-46,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.5381767,126.8727245,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16나길 60,서울특별시 양천구 목3동 646-25,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.5450838,126.8647060,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16다길 38-11,서울특별시 양천구 목3동 324-31,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.544109,126.8635274,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16다길 14-7,서울특별시 양천구 목3동 324-100,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.5439625,126.8648509,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로8가길 25-5,서울특별시 양천구 목4동 806-10,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.530773,126.8646217,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로3길 24,서울특별시 양천구 목동 789-32,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.5336871,126.864929,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7길 17-13,서울특별시 양천구 목4동 789-29,생활방범,3,130,360도 전방,30,2011-12,02-2620-4793,37.5335483,126.8652192,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로5길 23,서울특별시 양천구 목동 732-27,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.536876,126.8655060,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로3길 30,서울특별시 양천구 목4동 745-13,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.5381894,126.8685853,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로11길 30-23,서울특별시 양천구 목4동 771-29,생활방범,4,130,360도 전방,30,2011-12,02-2620-4793,37.534202,126.8688227,2019-02-19
"서울특별시 양천구청",,서울특별시 양천구 목5동 904-2 4단지 415동 앞 공원 뚝길,생활방범,5,130,360도 전방,30,2011-12,02-2620-4793,37.531219,126.873519,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동동로 266,서울특별시 양천구 목동 406-25,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.5256023,126.875480,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로14길 41,서울특별시 양천구 목2동535-30,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.544370,126.8733253,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로18가길 23,서울특별시 양천구 목2동 232-30,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.540630,126.869876,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로30길 34,서울특별시 양천구 목동 545,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.5440692,126.8724140,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로14가길 40,서울특별시 양천구 목3동 318-64,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.542112,126.865363,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7다길 28,서울특별시 양천구 목4동 781-33,생활방범,3,130,360도 전방,30,2012-12,02-2620-4793,37.535463,126.865015,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로3길 35,서울특별시 양천구 목4동 781-8,생활방범,5,130,360도 전방,30,2012-12,02-2620-4793,37.535563,126.865590,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로 16,서울특별시 양천구 목4동 796-1,생활방범,4,130,360도 전방,30,2012-12,02-2620-4793,37.532487,126.865633,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 오목로54길 13,서울특별시 양천구 목1동 405-34,생활방범,3,200,360도 전방,30,2013-12,02-2620-4793,37.523330,126.8733026,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로30가길 25,서울특별시 양천구 목2동 531-2,생활방범,4,200,360도 전방,30,2013-12,02-2620-4793,37.545170,126.871450,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로31길 29,서울특별시 양천구 목2동 499-18,생활방범,3,200,360도 전방,30,2013-12,02-2620-4793,37.545680,126.869480,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16가길 26,서울특별시 양천구 목3동 324-207,생활방범,3,200,360도 전방,30,2013-12,02-2620-4793,37.542940,126.863530,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로14가길 11,서울특별시 양천구 목동 716-4,생활방범,3,200,360도 전방,30,2013-12,02-2620-4793,37.5410676,126.8662764,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7길 33,서울특별시 양천구 목4동 789-1,생활방범,4,200,360도 전방,30,2013-12,02-2620-4793,37.534120,126.865690,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동동로 206-3,서울특별시 양천구 목1동 405-208,생활방범,4,200,360도 전방,30,2014-12,02-2620-4793,37.5238183,126.8722053,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로24길 15,서울특별시 양천구 목동42-101,생활방범,4,200,360도 전방,30,2014-12,02-2620-4793,37.5425152,126.8703723,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로27길 37,서울특별시 양천구 목2동 553-21,생활방범,4,200,360도 전방,30,2014-12,02-2620-4793,37.5442927,126.8683753,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로8길 100,서울특별시 양천구 목3동 639-5,생활방범,4,200,360도 전방,30,2014-12,02-2620-4793,37.5444823,126.8661534,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로7나길 11,서울특별시 양천구 목동 786-6,생활방범,5,200,360도 전방,30,2014-12,02-2620-4793,37.5343123,126.8652099,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로18길 53,서울특별시 양천구 목2동 231-93,생활방범,5,200,360도 전방,30,2016-12,02-2620-4793,37.5407710,126.8719986,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 107,서울특별시 양천구 목2동 515-30,생활방범,5,200,360도 전방,30,2016-12,02-2620-4793,37.5464026,126.8751299,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 57,서울특별시 양천구 목2동 600-7,생활방범,4,200,360도 전방,30,2016-12,02-2620-4793,37.5472349,126.8697285,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로6길 9,서울특별시 양천구 목3동 617-11,생활방범,5,200,360도 전방,30,2016-12,02-2620-4793,37.547940,126.8651518,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로6길 35,서울특별시 양천구 목3동 625-18,생활방범,4,200,360도 전방,30,2016-12,02-2620-4793,37.546717,126.8648003,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로3가길 99,서울특별시 양천구 목3동 721-13,생활방범,5,200,360도 전방,30,2016-12,02-2620-4793,37.540196,126.8643728,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16마길 35-17,서울특별시 양천구 목3동 644-1,생활방범,4,200,360도 전방,30,2016-12,02-2620-4793,37.5451509,126.8632509,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로3길 70,서울특별시 양천구 목4동 744-5,생활방범,4,200,360도 전방,30,2016-12,02-2620-4793,37.5379834,126.8678755,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 등촌로 46-1,서울특별시 양천구 목4동 787-18,생활방범,4,200,360도 전방,30,2016-12,02-2620-4793,37.533900,126.8638596,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 안양천로 1139,서울특별시 양천구 목5동 900-11 양천소방서 맞은편 안양천변 공중화장실 옆,생활방범,3,200,360도 전방,30,2016-12,02-2620-4793,37.542788,126.8835337,2019-02-19
"서울특별시 양천구청",,서울특별시 양천구 목동 927-12 진명여고 정문,생활방범,3,200,360도 전방,30,2017-12,02-2620-4793,37.523668,126.865105,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로8길 111,서울특별시 양천구 목2동 549 금호130동-롯데캐슬111동 사이 금호부동산 앞,생활방범,2,130,360도 전방,30,2016-12,02-2620-4793,37.5450041,126.8675736,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로4길 16,서울특별시 양천구 목4동 794-10,생활방범,4,200,360도 전방,30,2018-12,02-2620-4793,37.5317174,126.864990,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 오목로56길 8,서울특별시 양천구 목1동 405-146,생활방범,1,200,120도,30,2014-12,02-2620-4793,37.5238488,126.8737966,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로26길 19,서울특별시 양천구 목2동 42-18,생활방범,2,200,120도,30,2014-12,02-2620-4793,37.5428403,126.8710180,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로20길 7-24,서울특별시 양천구 목2동 523-32,생활방범,2,200,120도,30,2014-12,02-2620-4793,37.544987,126.876227,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로18가길 13-1,서울특별시 양천구 목2동 230-1,생활방범,1,200,120도,30,2014-12,02-2620-4793,37.540850,126.8703084,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 102-29,서울특별시 양천구 목2동 537,생활방범,3,200,120도,30,2014-12,02-2620-4793,37.544847,126.874425,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 68-19,서울특별시 양천구 목3동 318-282,생활방범,1,200,120도,30,2014-12,02-2620-4793,37.542810,126.867555,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 5,서울특별시 양천구 목3동 717-18,생활방범,3,200,120도,30,2014-12,02-2620-4793,37.539849,126.866945,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로7가길 70-12,서울특별시 양천구 목동 318-122,생활방범,2,200,120도,30,2014-12,02-2620-4793,37.5428643,126.866900,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로5길 12,서울특별시 양천구 목4동 727-16,생활방범,1,200,120도,30,2014-12,02-2620-4793,37.536994,126.8661706,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로 32,서울특별시 양천구 목동 736-9,생활방범,2,200,120도,30,2014-12,02-2620-4793,37.5366643,126.8671261,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로10길 13,서울특별시 양천구 목동 740-29,생활방범,1,200,120도,30,2014-12,02-2620-4793,37.5382648,126.8671448,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙서로8길 35,서울특별시 양천구 목4동 803-33,생활방범,2,200,120도,30,2014-12,02-2620-4793,37.531024,126.866242,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동동로12길 39,서울특별시 양천구 목1동 404-198,생활방범,1,200,120도,30,2015-12,02-2620-4793,37.522620,126.875689,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 131,서울특별시 양천구 목동 516-6,생활방범,3,200,120도,30,2015-12,02-2620-4793,37.546601,126.877836,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로 43,서울특별시 양천구 목동 237,생활방범,4,200,120도,30,2015-12,02-2620-4793,37.539847,126.868555,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로30길 83,서울특별시 양천구 목2동 530-3,생활방범,2,200,120도,30,2015-12,02-2620-4793,37.5463275686,126.872009,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 16길 78,서울특별시 양천구 목2동 557-44,생활방범,2,200,120도,30,2015-12,02-2620-4793,37.542729,126.873840,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로16나길 12,서울특별시 양천구 목3동 324-129,생활방범,2,200,120도,30,2015-12,02-2620-4793,37.542907,126.864702,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로7나길 42,서울특별시 양천구 목3동 604-14,생활방범,3,200,120도,30,2015-12,02-2620-4793,37.5499943,126.8656387,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로 90,서울특별시 양천구 목3동 711-29,생활방범,1,200,120도,30,2015-12,02-2620-4793,37.541550,126.8650414,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로3길 30-19,서울특별시 양천구 목4동 760-38,생활방범,2,200,120도,30,2015-12,02-2620-4793,37.537264,126.8697898,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로 51-15,서울특별시 양천구 목4동 725-18,생활방범,2,200,120도,30,2015-12,02-2620-4793,37.5382799,126.8654406,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙남로 21-26,서울특별시 양천구 목4동 768-10,생활방범,3,200,120도,30,2015-12,02-2620-4793,37.535517,126.866720,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동서로 155 파라곤107동,서울특별시 양천구 목2동 231-132,생활방범,4,200,120도,30,2016-12,02-2620-4793,37.530103,126.875659,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로24길 1-31 목동근린공원,서울특별시 양천구 목동 499-46,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.5453208,126.8689415,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로2길 32,서울특별시 양천구 목동 514-16,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.5401270,126.8707037,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로10길 41,서울특별시 양천구 목2동 532-25,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.545377,126.8689415,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로 95,서울특별시 양천구 목2동 537-27,생활방범,4,200,120도,30,2016-12,02-2620-4793,37.546224,126.8738369,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로30길 17,서울특별시 양천구 목2동 231-7,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.544000,126.871669,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로24길 72,서울특별시 양천구 목2동 754-4,생활방범,2,200,120도,30,2016-12,02-2620-4793,37.5440670,126.8756787,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로24길 34,서울특별시 양천구 목2동 131-16,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.542092,126.8711728,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로 17,서울특별시 양천구 목2동 231-5,생활방범,4,200,120도,30,2016-12,02-2620-4793,37.538384,126.8709344,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로13길 19-13,서울특별시 양천구 목2동 232-4,생활방범,2,200,120도,30,2016-12,02-2620-4793,37.5448003,126.8817366,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로24길 40,서울특별시 양천구 목2동 498-11,생활방범,4,200,120도,30,2016-12,02-2620-4793,37.5419118,126.871449,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙본로 56-5,서울특별시 양천구 목2동 557-23,생활방범,2,200,120도,30,2016-12,02-2620-4793,37.5409692,126.869263,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로12길 42-1,서울특별시 양천구 목2동 131-66,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.5448409,126.870254,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙북로16길 102,서울특별시 양천구 목2동 515-7,생활방범,3,200,120도,30,2016-12,02-2620-4793,37.5427205,126.8727184,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 목동중앙로13나길 58,서울특별시 양천구 목2동 553,생활방범,2,200,120도,30,2016-12,02-2620-4793,37.5442412,126.8803564,2019-02-19
"서울특별시 양천구청",서울특별시 양천구 공항대로 640,서울특별시 양천구 목3동 324-110,생활방범,1,200,120도,30,2016-12,02-2620-4793,37.5466802,126.875941,2019-02-19
