"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 마포구청",서울특별시 마포구 상암동 부엉이 근린 공원,서울특별시 마포구 상암동 부엉이 근린 공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암동 부엉이 근린 공원,서울특별시 마포구 상암동 부엉이 근린 공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 망원동381-1 한마음공원,서울특별시 마포구 월드컵로15길 53 힌마음공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 서교동391-1 서교공원,서울특별시 마포구 양화로11길 21 서교공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교동168-1 윗잔다리공원,서울특별시 마포구 양화로18안길 21 윗잔다리공원,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 창전동3-183,서울특별시 마포구 와우산체육공원 계단위 입구,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 창전동3-196,서울특별시 마포구 와우산체육공원 산책로 계단,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 창전동28-216,서울특별시 마포구 와우산체육공원 체육관 서측,생활방범,1,130,360도전방면,30,2017-07,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로 74,서울특별시 마포구 합정동 428-23 성산초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 월드컵로7길 13,서울특별시 마포구 합정동 426-23 성산초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 서강초등학교,서울특별시 마포구 창전동 393 서강초등학교,생활방범,2,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 독막로 111,서울특별시 마포구 상수동 98-1 서강초등학교,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 아현녹지공원,서울특별시 마포구 아현동 704 아현녹지공원,생활방범,1,130,360도전방면,30,2017-12,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로51길 13,서울특별시 마포구 연남동 225-1,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로 173,서울특별시 마포구 연남동 225-28,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로 269,서울특별시 마포구 연남동 225-35,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로 138,서울특별시 마포구 연남동 252-13,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로27길 33,서울특별시 마포구 연남동 246-10,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로23길 46,서울특별시 마포구 연남동 246-4,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로 253,서울특별시 마포구 연남동 229-64,생활방범,2,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로32길 51,서울특별시 마포구 연남동 256-8,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로32길 25,서울특별시 마포구 연남동 229-70 옆 (화단입구 1),생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로 150,서울특별시 마포구 연남동 239-49 옆 (화단입구 2) 기존 143 카메라 지점,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성미산로29길 16,서울특별시 마포구 연남동 240-54 옆 (화단입구 3) 놀이터 옆,생활방범,3,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암9단지 앞 공원(휴암문화공원),서울특별시 마포구 상암동 월드컵9단지 앞 공원1 (902동 앞),생활방범,1,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암9단지 앞 공원(휴암문화공원),서울특별시 마포구 상암동 월드컵9단지 앞 공원2 (대로부근,생활방범,1,130,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 도화동 353-7 용산성당 옆(도화동 쉼터),서울특별시 마포구 도화동 353-7 용산성당 옆(도화동 쉼터),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포동 350-5 (마포어린이 공원),서울특별시 마포구 마포동 350-5 (마포어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 연남로3길 80,서울특별시 마포구 연남동 563-5 (느티나무 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 월드컵북로12길 27,서울특별시 마포구 성산동 113-2 (다솜 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 월드컵로31길 69,서울특별시 마포구 망원동 436-1 (두리 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),서울특별시 마포구 성산동 200-335 (쌍둥이 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성산동 165-77 (샛터 근린공원),서울특별시 마포구 성산동 165-77 (샛터 근린공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성산동 147-5 e편한세상 101동 앞 (성황당 어린이 공원),서울특별시 마포구 성산동 147-5 e편한세상 101동 앞 (성황당 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉 바위 어린이 공원),서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉이 바위 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉 바위 어린이 공원),서울특별시 마포구 상암동 114-1 상암월드컵파크 1단지 2단지사이 (부엉이 바위 어린이 공원),생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대흥동 6-4,서울특별시 마포구 대흥동 6-4,생활방범,1,130,360도전방면,30,2017-11,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 손기정로7길 5,서울특별시 마포구 아현동 703-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 환일길 1,서울특별시 마포구 아현동 709,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 만리재로16길 11,서울특별시 마포구 공덕동 5-30,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로16길 20,서울특별시 마포구 공덕동 105-84,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로14가길 23,서울특별시 마포구 공덕동 105-105,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 만리재옛9길 20,서울특별시 마포구 공덕동 76-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로16가길 17,서울특별시 마포구 아현동 420-5,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 환일7길 17,서울특별시 마포구 아현동 87-48,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 환일길 46-8,서울특별시 마포구 아현동 747-9,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 만리재옛12안길 10 앞,서울특별시 마포구 공덕동 17-58,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 손기정로12길 4,서울특별시 마포구 아현동 706-5,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 굴레방로 6,서울특별시 마포구 아현동 267-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로11길 25-7,서울특별시 마포구 공덕동 232-14,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로11길 17,서울특별시 마포구 공덕동 232-9,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 보람어린이공원,서울특별시 마포구 아현동 1공,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로4다길,서울특별시 마포구 마포동 413-4,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 도화2길 77,서울특별시 마포구 도화동 353-2,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 새창로6다길 22 앞,서울특별시 마포구 도화동 357,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 독막로36길 16,서울특별시 마포구 대흥동 331,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 백범로2길 46,서울특별시 마포구 노고산동 117-16,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 고산길 101,서울특별시 마포구 대흥동 13-53,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대흥로 191-17,서울특별시 마포구 대흥동 73-25,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 백범로17길 9,서울특별시 마포구 대흥동 199-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 백범로17길 36,서울특별시 마포구 용강동 81-51,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대흥로24다길 9,서울특별시 마포구 염리동 508-11,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 마포대로11가길 12-10,서울특별시 마포구 염리동 128-73,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대흥로20길 28,서울특별시 마포구 대흥동 30-3,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 백범로21길 26,서울특별시 마포구 염리동 81-57,생활방범,2,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 독막로24길 17,서울특별시 마포구 구수동 20,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대흥로 33,서울특별시 마포구 신수동 445-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 토정로17길 10,서울특별시 마포구 신수동 260,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 서강로8안길 8-13,서울특별시 마포구 신수동 69-81,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 독막로31길 17,서울특별시 마포구 신수동 85-23,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 독막로12길 22,서울특별시 마포구 당인동 12-11,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 양화로6길 80,서울특별시 마포구 합정동 410-11,생활방범,1,200,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 양화로10길 59,서울특별시 마포구 서교동 395-82,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 희우정로 34,서울특별시 마포구 합정동 438-18,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로3길 56,서울특별시 마포구 망원동 456-64,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 방울내로 24-12,서울특별시 마포구 망원동 451-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 동교로38길 28,서울특별시 마포구 연남동 382-1,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 월드컵로30나길 17,서울특별시 마포구 성산동 213-4,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성원초뒷편,서울특별시 마포구 성산동 177-16,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 월드컵파크12단지,서울특별시 마포구 월드컵북로 하늘초등학교 인근,생활방범,1,130,360도전방면,30,2017-05,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 개나리어린이공원,서울특별시 마포구 중동 40-5,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암유아숲체험장,서울특별시 마포구 상암동 1693,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 외주목어린이공원,서울특별시 마포구 성산1동 587-18,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 망원새싹어린이공원,서울특별시 마포구 망원동 509-1,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 홍익공원,서울특별시 마포구 서교동 359,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 신수로6길 22-3,서울특별시 마포구 신수동 91-36,생활방범,1,200,360도전방면,30,2017-06,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 양화진공원,서울특별시 마포구 합정동 139-21,생활방범,1,130,360도전방면,30,2017-08,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 301동 옆 한서초 뒤,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 공원입구,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 놀이터뒤 구름다리 옆,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 놀이터 입구,서울특별시 마포구 아현동 635 마포래미안푸르지오,생활방범,1,200,360도전방면,30,2017-10,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 상암초등학교,서울특별시 마포구 상암동 115-10,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 신북초등학교,서울특별시 마포구 중동 31-14,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 성산어린이집,서울특별시 마포구 성산동 145-12,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 중동초등학교 후문,서울특별시 마포구 성산동 134-121,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 중동초등학교 정문,서울특별시 마포구 성산동 94-1,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 꿈터유치원,서울특별시 마포구 성산동 200-209,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 홍익유치원,서울특별시 마포구 망원동 431-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 홍익사대초,서울특별시 마포구 성산동 242-5,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 대진유치원,서울특별시 마포구 성산동 13-15,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 창전어린이집,서울특별시 마포구 창전동 141-2,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 신석초등학교,서울특별시 마포구 신수동 431-3,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
"서울특별시 마포구청",서울특별시 마포구 삼성그린유치원,서울특별시 마포구 도화동 357-8,생활방범,1,200,360도전방면,30,2017-01,02-3153-8433,99.999999,999.999999,2017-04-25
